  UID   PID  PPID   C STIME   TTY           TIME CMD
  501  3329 26059   0 17Jan24 ??         1:45.07 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=641 --time-ticks-at-unix-epoch=-1690696981445542 --launch-time-ticks=4263871564344 --shared-files --field-trial-handle=1718379636,r,18048733608961621244,758447666101546844,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:4c825021-091e-4159-ac69-1d6fa27e015b --seatbelt-client=618
  501  3336 26059   0 17Jan24 ??         0:29.72 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files --field-trial-handle=1718379636,r,18048733608961621244,758447666101546844,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
  501  3339 26059   0 17Jan24 ??         1:52.85 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --inspect-port=0 --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files --field-trial-handle=1718379636,r,18048733608961621244,758447666101546844,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
  501  3447  3339   0 17Jan24 ??         0:20.57 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --ms-enable-electron-run-as-node /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Resources/app/extensions/markdown-language-features/server/dist/node/workerMain --node-ipc --clientProcessId=3339
  501  3867     1   0  9May23 ??         0:13.60 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
  501  3878     1   0  9May23 ??         0:06.41 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeaccountd
  501  4037     1   0  9May23 ??         6:04.16 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn launchd -s
  501  4220     1   0  8Nov23 ??         0:03.30 /Users/annamarijazasuhina/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/Resources/GoogleSoftwareUpdateAgent.app/../../MacOS/crashpad_handler --database=/Users/annamarijazasuhina/Library/Google/GoogleSoftwareUpdate/Crashes --url=https://clients2.google.com/cr/report --annotation=plat=OS X --annotation=prod=Keystone --annotation=ver=1.3.18.216 --handshake-fd=4
    0  4236     1   0  8Nov23 ??         0:03.01 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/hdiejectd
  501  4241     1   0  8Nov23 ??         0:19.07 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/diskimages-helper -uuid 19A42FF7-7EFD-4820-A601-BE6D69E4123F -post-exec 4
  501  4850     1   0 17Jan24 ??         1:56.03 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  5274     1   0 17Jan24 ??         3:09.63 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  6117     1   0  9May23 ??         3:10.12 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeuid.app/Contents/MacOS/storeuid
  501  6231     1   0  9May23 ??       196:54.25 /Applications/Discord.app/Contents/MacOS/Discord
  501  6237     1   0  9May23 ??         0:10.32 /Applications/Discord.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/annamarijazasuhina/Library/Application Support/discord/Crashpad --url=https://sentry.io/api/146342/minidump/?sentry_key=384ce4413de74fe0be270abe03b2b35a --annotation=_companyName=Discord Inc. --annotation=_productName=Discord --annotation=_version=0.0.275 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=22.3.2 --handshake-fd=27
  501  6238  6231   0  9May23 ??       911:43.43 /Applications/Discord.app/Contents/Frameworks/Discord Helper (GPU).app/Contents/MacOS/Discord Helper (GPU) --type=gpu-process --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/discord --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAACgFAAAAAAAAKAUAAAAAAAC4AQAANgAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAAAIAAAAAAAAIAgAAAAAAABACAAAAAAAAGAIAAAAAAAAgAgAAAAAAACgCAAAAAAAAMAIAAAAAAAA4AgAAAAAAAEACAAAAAAAASAIAAAAAAABQAgAAAAAAAFgCAAAAAAAAYAIAAAAAAABoAgAAAAAAAHACAAAAAAAAeAIAAAAAAACAAgAAAAAAAIgCAAAAAAAAkAIAAAAAAACYAgAAAAAAAKACAAAAAAAAqAIAAAAAAACwAgAAAAAAALgCAAAAAAAAwAIAAAAAAADIAgAAAAAAANACAAAAAAAA2AIAAAAAAADgAgAAAAAAAOgCAAAAAAAA8AIAAAAAAAD4AgAAAAAAAAADAAAAAAAACAMAAAAAAAAQAwAAAAAAABgDAAAAAAAAIAMAAAAAAAAoAwAAAAAAADADAAAAAAAAOAMAAAAAAABAAwAAAAAAAEgDAAAAAAAAUAMAAAAAAABYAwAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAJAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAAwAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAAAAAAADwAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAABAAAAAAAAAAQAAAAAAAAAAQAAAAGAAAAEAAAAAAAAAAEAAAABwAAABAAAAAAAAAABAAAAAgAAAAQAAAAAAAAAAQAAAAJAAAAEAAAAAAAAAAEAAAACwAAABAAAAAAAAAABAAAAAwAAAAQAAAAAAAAAAQAAAAOAAAAEAAAAAAAAAAEAAAADwAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAAGAAAAEAAAAAAAAAAHAAAABwAAABAAAAAAAAAABwAAAAgAAAAQAAAAAAAAAAcAAAAJAAAAEAAAAAAAAAAHAAAACwAAABAAAAAAAAAABwAAAAwAAAAQAAAAAAAAAAcAAAAOAAAAEAAAAAAAAAAHAAAADwAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACgAAAAAAAAAQAAAAAAAAAAoAAAAGAAAAEAAAAAAAAAAKAAAABwAAABAAAAAAAAAACgAAAAgAAAAQAAAAAAAAAAoAAAAJAAAAEAAAAAAAAAAKAAAACwAAABAAAAAAAAAACgAAAAwAAAAQAAAAAAAAAAoAAAAOAAAAEAAAAAAAAAAKAAAADwAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --field-trial-handle=1718379636,r,16378346386551548643,15347812074563672877,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --seatbelt-client=34
  501  6241  6231   0  9May23 ??        15:22.26 /Applications/Discord.app/Contents/Frameworks/Discord Helper.app/Contents/MacOS/Discord Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/discord --shared-files --field-trial-handle=1718379636,r,16378346386551548643,15347812074563672877,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --seatbelt-client=42
  501  6270  6231   0  9May23 ??       5040:15.65 /Applications/Discord.app/Contents/Frameworks/Discord Helper (Renderer).app/Contents/MacOS/Discord Helper (Renderer) --type=renderer --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/discord --app-path=/Applications/Discord.app/Contents/Resources/app.asar --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1683594023857038 --launch-time-ticks=35616971722 --shared-files --field-trial-handle=1718379636,r,16378346386551548643,15347812074563672877,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --enable-node-leakage-in-renderers
  501  6281  6231   0  9May23 ??        11:55.15 /Applications/Discord.app/Contents/Frameworks/Discord Helper.app/Contents/MacOS/Discord Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/discord --shared-files --field-trial-handle=1718379636,r,16378346386551548643,15347812074563672877,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --seatbelt-client=70
  501  6399     1   0 12:20PM ??         8:58.94 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501  6559     1   0  9May23 ??         5:26.19 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
  501  8140     1   0  9May23 ??         0:04.13 /usr/libexec/seserviced
  501  8556     1   0 17Jan24 ??         0:07.77 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  282 10416     1   0 17Jan24 ??         1:58.43 /usr/libexec/trustd
  501 10422     1   0 17Jan24 ??         3:55.36 /usr/libexec/trustd --agent
  501 11266     1   0  1:54PM ??         0:01.56 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
  501 11279     1   0 28Jul23 ??         6:46.02 /System/Applications/Stickies.app/Contents/MacOS/Stickies
    0 11468     1   0  1:57PM ??         1:44.21 /usr/libexec/PerfPowerServices
  501 11772     1   0 10May23 ??         0:00.41 /usr/bin/ssh-agent -l
  501 14717     1   0  2Jan24 ??         0:08.99 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
  501 15960     1   0  3:04PM ??         0:02.27 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  501 17416     1   0  3:27PM ??         1:10.29 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  501 17939     1   0  3:35PM ??         0:11.88 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 18767     1   0 12May23 ??        12:12.31 /usr/libexec/remindd
  501 18786     1   0 13Sep23 ??         8:23.25 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  274 19095     1   0 13Sep23 ??         1:02.46 /usr/sbin/distnoted agent
  501 20275     1   0 10Aug23 ??         2:36.70 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  222 21709     1   0 Thu11AM ??         0:01.65 /usr/sbin/netbiosd
  501 21782     1   0  1Dec23 ??         0:00.30 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 21855     1   0  1Dec23 ??         0:02.33 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 22469     1   0 12Jan24 ??         0:53.78 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 23904     1   0 Fri09AM ??         1:36.09 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  501 24712     1   0 13May23 ??         0:39.69 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeassetd
    0 25380     1   0 13May23 ??         6:50.41 /usr/libexec/aned
  501 25640  1505   0 12:08AM ??         0:11.73 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/113.0.5672.63/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=44141 --time-ticks-at-unix-epoch=-1683551286040819 --launch-time-ticks=4365080207812 --shared-files --field-trial-handle=1718379636,r,1410088222821095770,9938740896284496346,262144 --seatbelt-client=183
  501 25911  1505   0 12:11AM ??         0:01.75 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/113.0.5672.63/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=44148 --time-ticks-at-unix-epoch=-1683551286040819 --launch-time-ticks=4365269482129 --shared-files --field-trial-handle=1718379636,r,1410088222821095770,9938740896284496346,262144 --seatbelt-client=187
  501 26059     1   0 16Aug23 ??       1969:53.06 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/MacOS/Electron
  501 26074     1   0 16Aug23 ??         0:09.15 /var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/annamarijazasuhina/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=a60f9fb9-2a5f-4e91-905a-6d0c328907a3&iid=a60f9fb9-2a5f-4e91-905a-6d0c328907a3&sid=a60f9fb9-2a5f-4e91-905a-6d0c328907a3 --annotation=IsOfficialBuild=1 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.81.1 --annotation=exe=Electron --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=22.3.18 --handshake-fd=27
  501 26075 26059   0 16Aug23 ??       419:06.61 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/Code --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAACgFAAAAAAAAKAUAAAAAAAC4AQAANgAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAAAIAAAAAAAAIAgAAAAAAABACAAAAAAAAGAIAAAAAAAAgAgAAAAAAACgCAAAAAAAAMAIAAAAAAAA4AgAAAAAAAEACAAAAAAAASAIAAAAAAABQAgAAAAAAAFgCAAAAAAAAYAIAAAAAAABoAgAAAAAAAHACAAAAAAAAeAIAAAAAAACAAgAAAAAAAIgCAAAAAAAAkAIAAAAAAACYAgAAAAAAAKACAAAAAAAAqAIAAAAAAACwAgAAAAAAALgCAAAAAAAAwAIAAAAAAADIAgAAAAAAANACAAAAAAAA2AIAAAAAAADgAgAAAAAAAOgCAAAAAAAA8AIAAAAAAAD4AgAAAAAAAAADAAAAAAAACAMAAAAAAAAQAwAAAAAAABgDAAAAAAAAIAMAAAAAAAAoAwAAAAAAADADAAAAAAAAOAMAAAAAAABAAwAAAAAAAEgDAAAAAAAAUAMAAAAAAABYAwAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAAAAAAABwAAABAAAAAAAAAAAAAAAAgAAAAQAAAAAAAAAAAAAAAJAAAAEAAAAAAAAAAAAAAACwAAABAAAAAAAAAAAAAAAAwAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAAAAAAADwAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAABAAAAAAAAAAQAAAAAAAAAAQAAAAGAAAAEAAAAAAAAAAEAAAABwAAABAAAAAAAAAABAAAAAgAAAAQAAAAAAAAAAQAAAAJAAAAEAAAAAAAAAAEAAAACwAAABAAAAAAAAAABAAAAAwAAAAQAAAAAAAAAAQAAAAOAAAAEAAAAAAAAAAEAAAADwAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAAGAAAAEAAAAAAAAAAHAAAABwAAABAAAAAAAAAABwAAAAgAAAAQAAAAAAAAAAcAAAAJAAAAEAAAAAAAAAAHAAAACwAAABAAAAAAAAAABwAAAAwAAAAQAAAAAAAAAAcAAAAOAAAAEAAAAAAAAAAHAAAADwAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACgAAAAAAAAAQAAAAAAAAAAoAAAAGAAAAEAAAAAAAAAAKAAAABwAAABAAAAAAAAAACgAAAAgAAAAQAAAAAAAAAAoAAAAJAAAAEAAAAAAAAAAKAAAACwAAABAAAAAAAAAACgAAAAwAAAAQAAAAAAAAAAoAAAAOAAAAEAAAAAAAAAAKAAAADwAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --field-trial-handle=1718379636,r,18048733608961621244,758447666101546844,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --seatbelt-client=39
  501 26077 26059   0 16Aug23 ??         8:54.48 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=network --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files --field-trial-handle=1718379636,r,18048733608961621244,758447666101546844,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --seatbelt-client=39
  501 26095 26059   0 16Aug23 ??        37:55.20 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files --field-trial-handle=1718379636,r,18048733608961621244,758447666101546844,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
  501 27484     1   0 14May23 ??        75:52.05 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
  501 27622 26059   0 16Aug23 ??        27:34.08 /private/var/folders/ly/yytyw2_s22gcjn4s5nvx0kjh0000gn/T/AppTranslocation/68710743-B70A-4B99-BD9F-D37304496E7A/d/Visual Studio Code-2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/annamarijazasuhina/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files --field-trial-handle=1718379636,r,18048733608961621244,758447666101546844,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
    0 27769     1   0 12:31AM ??         0:01.14 /usr/libexec/usermanagerd -t 15
    0 27812     1   0 12:32AM ??         1:00.80 /usr/libexec/mobileassetd
  501 30705     1   0 15May23 ??       388:08.64 /Applications/MySQLWorkbench.app/Contents/MacOS/MySQLWorkbench
  501 31546 32762   0  2Oct23 ??        10:11.78 /Applications/WhatsApp.app/Contents/Frameworks/WhatsApp Helper (Renderer).app/Contents/MacOS/WhatsApp Helper (Renderer) --type=renderer --autoplay-policy=no-user-gesture-required --field-trial-handle=1718379636,7837796854642968934,10315580479436363623,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WindowCaptureMacV2 --lang=en-US --standard-schemes=whatsapp --secure-schemes=whatsapp --bypasscsp-schemes --cors-schemes --fetch-schemes --service-worker-schemes --streaming-schemes --app-path=/Applications/WhatsApp.app/Contents/Resources/app.asar --no-sandbox --no-zygote --num-raster-threads=4 --enable-zero-copy --enable-main-frame-before-activation --renderer-client-id=33 --no-v8-untrusted-code-mitigations --shared-files
  501 31998     1   0 15May23 ??         0:01.20 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
    0 32639     1   0 18Sep23 ??         0:37.70 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
    0 32642     1   0 18Sep23 ??         0:25.89 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
  501 32645     1   0  3:17AM ??         0:00.18 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
  501 32762     1   0 18Sep23 ??       480:39.96 /Applications/WhatsApp.app/Contents/MacOS/WhatsApp
